review_text,sentiment
Brand no more words,1
Must buy,1
Good but bit expensive,1
Value for money,1
Very good quality.,1
Genuine product,1
Second time deliverd orginal product thanks flipkart,0
good quality,1
Very good,1
Very Nice,1
Got original product checked in sunrise.com..go for it,1
Good quality product,1
Good,1
Don't buy this item product missing.,0
Right product send by seller,1
Excellent,1
Good,1
Good,1
Superb shuttles,1
Nice,1
Nice,1
Good enough to play,1
Ok,1
Nice products,1
NYC one,1
Good,1
Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..,1
Nice,1
Super Cheap rate,1
Know for its durability..no need to mention it go for it,1
Happy because I got it for reasonable price. Hope I will get the same product again with the same price,1
Nice,1
"Very good, timely delivered, thanks to  flipkart",1
Awesome,1
Super,1
good,1
Genuine product. Thank you Flipkart,1
Nyc,1
Best quality but high price.,1
Good,1
Good,1
Super,1
Best shuttle to,1
Good product,1
Maximum 10 days,1
Nice,1
Nice product I m using it from 5 years,1
Best quality,1
Great product which is both durable and light weight.,1
Quality shuttles and speedy delivery by flipkart,1
Nice product but feather top is mostly damaged,1
"good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.",1
Nice,1
Nice,1
Vnice,1
Nice,1
Super........,1
Really Fantastic 👍,1
every purchase rate increased and product quqlity not good,0
good,1
Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good products,0
Some shuttlecocks were faster on indoor court.,1
Its a premium shuttle.  Longlasting,1
Good quality,1
Good,1
Product not good,0
Super,1
Good,1
Best shuttle in market.. No one near to yonex..,1
the rate is costly compare to regular price.it is helpful if u reduce price.,1
Awesome product,1
good product,1
Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.,1
Super,1
Nice,1
Thank you Flipkart and saler super quality on low price,1
Wonderful,1
Super,1
Excellent purchase...,1
Nice,1
Good quality shuttles  best for indoor in nylon shuttles,1
Nice,1
Good,1
Great,1
Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?,1
Good quality.,1
Good,1
Best shuttles that i used in my life,1
super,1
Good,1
Good in quality,1
Ty flipkart got genuine product,1
"It's not original.dummy item , don't purchase.",0
best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10,1
Good,1
Nice,1
Super,1
Good,1
Best of this price excellent quality,1
Nice one! Buy it before thinking even twice.,1
Only for indoor,0
"Long lasting, good trajectory and well balanced shuttles must buy product",1
Nice,1
Super Quality,1
Value for money ⭐⭐⭐⭐⭐ 5 stars,1
Good product,1
very nice,1
Not good,0
Good product reasonable priced,1
Superb,1
Nice product,1
Good product,1
Best quality,1
Great for our outdoor playing,1
Good,1
Perfect for all,1
Best in the budget.,1
Nice product I am happy with this product 👌😊😊😊👍,1
Good quality,1
Good,1
super,1
Bad paking.. very bad.,0
Good shuttle but after some time upper and lower parts get  differ,1
Quality issue,0
Very best for money and weight is like holding a pen and the delivery is very fast,1
Good,1
AWESOME,1
Good product,1
Good,1
Value for money.,1
Old stoke,0
Good,1
Just ok,1
Good.,1
Super,1
Awesome product..as expected.great shuttle speed and durability.must buy...,1
Best in all levels of players,1
good,1
Very good product,1
Great.. I like it,1
Nic product,1
Good one..,1
Xcellent product,1
Beginners and intermediate player's can use effectively it's good to play at any conditions,1
Best product h. Maja aa gya,1
Good quality,1
Best in market,1
I am Happy,1
Nice one,1
Worst  item and old stock,0
Good,1
Nice product,1
Nice,1
nice one,1
Excellent,1
Avg,1
Nice shuttle,1
Best,1
Good quality shuttle,1
Poor quality,0
Satisfied with the quality,1
Nice product,1
Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..,1
"Super ,",1
Good,1
Nice,1
These are good for beginners although we should play with feather. These is good not fast enough.,1
Very old stock. Shuttles got damaged easily,0
super quality,1
Best,1
Awesome and guinine product.,1
Good,1
No words to say...always best,1
Quality is Medium,0
Nice,1
Excellant,1
Very useful to practice,1
Fabulous product .,1
very much long lastinga must buy productfull PAISA VASOOL product,1
"Awesome , as usual",1
Best in yonex,1
Very good product.. genuine,1
Quality is not good,0
Nice,1
Something wrong with this each shuttle shape changes with one or two set plays don't buy it,0
Best in class,1
original product,1
Good product.,1
Super,1
Delivered on time and nice product,1
It is a very good.Using from one week.,1
Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.,1
Delivery was quick.agent behaviour was good as well,1
Superb,1
Cheaper than market and they are original,1
nice product,1
Vvvvvv good,1
Very good,1
Excellent purchase,1
Good,1
Nice Quality,1
Very nice and durable.. Must go for it,1
good quality...superv life,1
Good product.. worth it...,1
Perfect,1
Varry good,1
Good,1
Awesome,1
Fine,1
Good product.,1
very very good product,1
Good durable product,1
Good product,1
Good,1
Best for outdoor playing.... very good 😁👍,1
Good,1
Osm product,1
Nice product .......well experience with flipkart thank you flipkart,1
Good,1
Good delivery service,1
Nice product loved it,1
Good and on time,1
Very nice according to the price money,1
Very good👍,1
Excellent product,1
Nice,1
Delivered on time. Happy with delivery service,1
Good product but if the time of the stability increased it becomes perfect product.,1
Authentic,1
Value for money,1
GOOD,1
Good product,1
fine,1
Awesome,1
Nice,1
Great product ...durable ...quality is also good when compared to the local markets,1
Bad,0
Awesome,1
good,1
Best product,1
At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...,1
Better shuttles from another shuttles,1
It is super,1
Great,1
"Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.",1
Good product,1
Good products and good price than outside market..mainly during this lockdown,1
Nice,1
Good product,1
Not original2nd quality,0
ya good,1
Okay,0
Worst,0
Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and tough,1
Awesome shuttle. Durable too,1
It's so nice,1
Good,1
Good,1
Quick delivery with a good delivery person . Nice quality you can just go for it .,1
As usual,1
Good,1
Not felt like original,0
Best shuttle good product best quality and fastest delivery in 1 day delivered next day,1
Good Quality shuttle. One shuttle goes more than a week,1
good produvt,1
Good but online product pictures clarification must be necessary,1
Genuine product,1
Just  awesome,1
Nice product,1
Perfect for indoors,1
Owsome product best in this range.,1
excellent product,1
Better life using it with perfect play,1
It's awesome,1
One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.,1
Nice,1
Delivery very fast and original product,1
Very nice,1
"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.",1
Good,1
Good product,1
Original product,1
Nice,1
Good...,1
Very nice 👌,1
Very nice,1
"Superb, original quality.",1
Worth for money,1
Worth and price is less,1
Nice,1
Excellent,1
excellent,1
Nice product,1
Best experience,1
Very bad because I repeated order but he send cheap quality shattels,1
Excellent.....,1
Good,1
Bad,0
Cheapest rate ever for the best outdoor cork.,1
Nice Product ..... Specially good choice for Smashes,1
Super,1
Quality was ok but cost of this product is too high,0
it's a best shuttle for playing outside .,1
Nice,1
not bad,1
Good product,1
Nice,1
Not a good quality,0
"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 games",1
"Weight is quite hight,though it's written slow.Its quite fast ..But good...",1
Perfect thank you product,1
this is best for smash,1
Super,1
very nice product 👍,1
Nice product for the bigginer,1
Very Good Poduct,1
Good,1
Awesome,1
very  good,1
Original & nice product,1
Good product,1
Nice,1
"A little slow, overall good",1
Very nice,1
good product but delivery too late,1
The shuttles are very good...,1
Original product thanks to flip cards,1
Excellent work by flipkart,1
Good,1
Not moving quick. I have better experience with MAVIS 200i,0
Ok,1
Fine,1
Good Product by flipkart. Thanks for faster delivery,1
Nice quality,1
Good,1
Good,1
Good,1
Nice 👌👌👌👌,1
Excellent,1
Awesome product and highly durable,1
very nice product 👌👌 at a better price,1
Nice product good performance,1
Good,1
Good one,1
Good product,1
Too good,1
Niceee,1
good shuttle,1
Good one.,1
Nice,1
From the beginning i like these shuttles.I am happy to buy it again.,1
Super,1
I think most of people know about this product who play badminton so no need to tell about this product,1
Good,1
Good quality and reasonable price,1
Great One!,1
Good quality original shuttle,1
Great product..,1
Nice,1
Original brand,1
Awesome.,1
Nice one..,1
Best playing experience with this shuttle cork..............It's amazing product,1
Need more,1
It is soo nice .l like to play with it in indoor,1
Ok,1
Delivery at time and all the safety precautions has been followed by the delivery man,1
Excellent,1
Excellent product from Flipkart,1
Nice shuttle . Must buy . It is better than the other brands,1
Nice,1
Nic product...,1
Good,1
Super,1
Good,1
Good,1
nice product,1
Nice product,1
Very valuable for this price in lockdown time,1
Superb product.,1
Good,1
Nice,1
Good,1
Must buyyy,1
Good product.,1
Good product,1
Nice product,1
Super fast delivery thanku pruthvi delivery boy,1
Not Good It is so Hard,0
Super it's really amazing,1
Good product. We play daily for 2 hrs. Each shuttle comes for a week atleast,1
"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.",1
Best in business,1
Good shuttles. Felt like bit expensive than sports shop.,1
"Nice, perfect shot & quality product...",1
good,1
It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this product,0
Value for money,1
Average,0
awsome,1
Good,1
product quality is not good,0
Best of outder,1
Very bad,0
Nic product,1
Good Product,1
Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.,0
Nice one.,1
Very nice,1
What a fast delivery...superb,1
Better than mavis 10 and 1000,1
good product 👍excellent,1
Good quality.,1
Quality is better than yellow,1
Finally got original product,1
Excellent,1
Good,1
Good shuttle,1
"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.",1
Good product.,1
"Poor quality, very old stock provided.",0
Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.,1
Super product it lasts for 3 to 4 years,1
Good quality,1
Very happy with the quality and delivery,1
Good product,1
Good quality product,1
best shuttle in less price nice 😊😊😊😊😊,1
Good product,1
Superb,1
Best,1
Very bad 😧👎 quality this pack,0
Well fine and good Got the product in time,1
Good for beginners,1
my experience was quite good with this product till date.,1
Very nice,1
Good,1
Good,1
Genuine product!,1
Shuttles at there best,1
Ok,1
Good,1
Good quality,1
Good cap very  very game so better......,1
good best,1
Very good,1
Product is nice and delivered in time..,1
good,1
Excellent,1
Original shuttle very fine for play outside too.,1
Nice product,1
Very good shuttle,1
Awesome product..,1
Impressed,1
Nice,1
Good product,1
Long lasting,1
product is not good2 shuttles got broken in only 3 matches It's my advice don't buy it,0
Good product...thnx flipcart,1
Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....,1
Nice quality,1
Good product,1
Nice,1
Value for money,1
No words about this.... awesome product,1
I felling Very good when I play.,1
Nice product.,1
great,1
After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......,0
Super Durable Shuttels,1
Poor quality,0
nice,1
Super,1
Nice products,1
Good product good delivery service,1
The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one game,0
Awesome purchase,1
Good servece,1
Very nice and best price,1
Good,1
good product..,1
"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?",0
Recomended for medium range players.,1
Some are at yellow part getting dammage quickly other than that ok,1
Best in The Market,1
Good shuttle,1
Good product and delivery  thanks to flipcart,1
Best in class followed by durability,1
Super,1
Good product,1
The product is not genuine.U can identify by seeing the plastic cap of the box,0
Good product,1
Super perfect fly,1
poor quality.....,0
Good shuttle,1
Price is goodQuality is goodAnd also fast delivery,1
What a shuttle like yonex branding best shuttles ever,1
Better for both indoor and outdoor,1
Nice,1
good,1
Best quality 👌,1
good stuff....,1
Good,1
Good product,1
nice shuttle,1
Very bice product,1
Best,1
Good quality,1
"Good one , timely delivered",1
Aswm product i am happy with it,1
Super,0
Nice one. Very durable.,1
Its quality is similar as i wanted....i satisfied,1
Good Product and Excellent Service,1
Good quality,1
superb,1
Good quality,1
Awsm,1
Got original ones .,1
Good,1
Good choice,1
Good service and good product,1
Thanku,1
Not bad,1
Poor quality,0
best,1
good,1
Very good,1
Good,1
Reliable..,1
Nice,1
Nice,1
Nice,1
Good we can buy,1
Good product and timely delivered,1
Not good,1
best,1
Good,1
Very very bad qualty,0
great lovebit,1
As regular 😇,1
Ok,1
"Not For pro players, it wl hardly last 2daysFeather like quality bt low temper",0
"Good and lasting, it is normal, i think it is the best",1
nice landing safely nice shuttlesssss,1
Good,1
Good quality of the product,1
good quality of shuttles.....,1
Good,1
Got with proper Yonex authentication,1
thank you....,1
Excellent condition/performance...,1
good,1
Excellent,1
Good,1
Good,1
Awesome look & material,1
I love this product,1
Items quality are too bad,0
Mice,1
Ok,1
Only for 2-4 game ...Very bad quality..not as original product,0
nice,1
Quality slightly decrease compared with old,1
Best,1
Good,1
Good shuttle,1
wast of money cheap quality,0
Awsome,1
good product,1
super,1
good guality,1
Genuine product low cost👍,1
very good product. speed of the shuttle in the air is good.,1
Very good,1
Good quality,1
kwality is best ..,1
bad quality .. don't waste your money ...,0
good,1
Wonderful product delivered timely by Flipkart. Thank you filipkart.,1
Quality is excellent,1
nice,1
Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.,1
Nice product.......... durable also,1
Not liked,0
lasting....,1
Good,1
In 6 Shuttles only 2 are original shuttles....,0
Super Quality,1
good just like feather shuttle,1
Quality good.... cheaper than shops...speed ok...,1
Best in Value. Used it.,1
Original product,1
good quality,1
Bit costly,1
"Excellent service, got in one day even at remote location like Gangtok",1
Best product and lowest price 664,1
best,1
Very good correct flight and reliable,1
Useless  product,0
Good product fast delivery,1
Original item with much lower price than the local market.,1
Money worthy,1
Very good.. thanks fkart,1
Not of good quality plesae don't purchase,0
Nice shuttle,1
Got the product as expected,1
"Good,  but light wet he",1
good,1
Good item,0
good one,1
Good,0
thanks flipcart,1
Super,1
good,1
I'm a regular buyer but this time I got very bad quality shuttles,0
Very bad product given faults in the shuttles,0
orginal product,1
not bad,1
very osom product,1
Great for play,1
Good product,1
Good,1
Such a good product ? for shuttle lovers,1
good,1
super,1
Still Good,1
superb shuttles,1
original yonex shuttlecocks,1
strong n durable,1
Nice,1
"this is not original shuttle , fulll money waste",0
good,1
Nice product,1
good,1
It's a good purchase.,1
one day for one shuttle worst quality by flipkart,0
nice,1
Nice,1
good,1
Good,1
nice product,1
good one,1
good product,1
good products,1
Good product,1
1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.,1
nice,1
"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖",1
very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my money,1
original and yes the best shuttle in the market ryt now.,1
excellent product.. good quality..  🥰 loved it...  and last long,1
Bad quality,0
great but seems fast than natural,1
These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.,0
It's awesome ...,1
good,1
nice,1
Nice product,1
good,1
good product fullfill my expectation thank you flipkart,1
Best,1
Not good,0
worst product,0
"Original one, very nice to play.. bought this @ 699...",1
Good,1
Good one,1
I am happy with this product,1
nice,1
Best,1
"original from yonex, great value for money",1
Lasting only for 3 games,0
good product,1
good,1
good,1
good quality,1
not bad,0
Worst,0
superb product,1
good product,1
good product and Long time certification,1
Bad quality,0
nice,1
good,1
nice,1
Satisfied,1
very nice,1
Good,1
Nice delivery of the product and very punctual according to the timing,1
get damaged very soon,0
original product,1
Best purchase,1
great productthanks Flipkart,1
quality is very poor.,0
Nice Product,1
worth for money,1
worst. two pieces were damaged too,0
Very good product,1
nyc product,1
Quality not good giving damage goods .,0
the product is very damaged,0
Super,1
waste,0
nice product,1
Meterial is low quality,0
nice product,1
very nice shuttle,1
It's very attractive and smart...,1
Nice shuttle,1
Thanks flipkart for delivering in just 12hrs.,0
I am satisfied with the product,1
Not a good product  shuttle damages for only for 3 matches,1
excellent,1
work good,1
super product,1
very good perfoming,1
Good quality  genuine product,1
very bad,0
waste,0
"Very badd quality, and do not last.",0
best quality product,1
I like it,1
It's look very hard.. For playing not a original quality....,0
not good,0
good,1
Simply superb,1
good,1
damaged so early.,0
nice product,1
good,1
💯% Genuine Product,1
Very good product at a reasonable price.,1
It's good,1
Good as usual,1
good and genuine,1
Nice,1
Excellent,1
Shuttle is not durable.,0
very pathetic,0
good service and nice product,0
Very good product .. we hv been playing with this product from two years..,1
Ready to play..☺️ Best price..,1
Its nice,1
product is very good..but it takes 6 days to deliver😮😮😮,1
"great quality product , deserve the price @699.",1
Good,1
very slow shuttle,1
varry good product,1
nice product,1
The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed!,0
super,1
superb,1
packing was very bad. All shuttles damaged.,0
good onewe are playing outdoor and indoor,1
the shuttles are not genuine.,0
"as expected, recommend",1
Nice shuttle quality.,1
nice,1
awesome,1
Nice but seems it is not original.,1
"nice shuttle, full control over paly",1
good quality,1
awesome,1
excellent,1
Bad products,0
ok ok,1
satisfied,1
worth,1
Aswam,1
good,1
Very good,1
Very powerful,1
nice,1
very good,1
just suprrbb,1
Good,1
Long lasting..,1
very good product and value of money,1
Very good product,1
Good product.,1
genuine products!,1
always good...,1
Just Superb..,1
good,1
very nice,1
good quality now,1
good,1
very good shuttle,1
good,1
original product,1
bad product,0
very good  quality  this  item's,1
old stock,0
shuttles were faster than usual..wasted money,0
its ok,0
This shuttle is good,1
East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .,1
poor quality item got this time..,0
"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..",0
"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another app",1
good,1
old stock are sold not a single peace was good,0
don't buy anyone this shuttle on Flipkart site....  worst quality product,0
excellent product,1
nice product,1
Good facility,1
Exlent product...,1
"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...",1
loved it.... original product delivered on time....,1
very good,1
good,1
"delevired in just less than a day ,oh my god.thanks flipkart",1
received a genuine product...very good and original quality,1
Amazing product,1
good and light weight,1
light weight and long life!!!,1
awesome good,1
Nice product satisfied,1
very nice & best quality,1
old stock I got,1
Good product for this price..,1
good,1
good,1
nice item... u must buy,1
very nice,1
Happy with Flipkart,1
bad products,1
nice Product,1
bad quality,0
Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....,0
Good But Price a little bit high,1
Best in class,1
cork quality issues. cracking soon.,0
super,1
good,1
good,1
"good price range,thanq flipkart.",1
orginal product,1
genuine product.....go for it,1
Nice,1
superr,1
not good,0
very slow.. and barely lasts 2days. very disappointing,0
worth product,1
somthing best for you,1
nice . premium product,1
very nice,1
good,1
worst quality fraud materials,0
not so good 6 shuttle and only 9 days we play,0
good,1
nice product,1
nice,1
no difference..... orginal product.,1
Nice Product.,1
product was bad.,0
good worth price,1
durability of the cork is very bad and it  is not enough for even one day,0
Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!,1
Very nice shuttles,1
old stock. manufactured a year back(12 months),0
very bad product ☹️ wast of money,0
Tq,1
nice,1
good product,1
Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.,1
good,1
nice Best in outdoor game 👌,1
Very nice product i love it,1
nice product,1
good,1
Good quality,1
good,1
Always best and fine,1
Nice product. Best for outdoor.,1
nice,1
good,1
Nice,0
nice product,1
Good Product....,1
very Good crock,1
awesome product Mavis 350 is super,1
good quality,1
nice prudect,1
great product,1
ok,1
worst product...don't even last 2 matches,0
Worst quality,0
Very good product,1
good,1
good quality and genuine product..,1
good,1
nice,1
lovely product,1
Must buy.. exlent product,1
Good,1
Great,1
Very Good Product,1
Excellent product thanks flipkart,1
Nice one,1
not so good,0
good shuttle ... very good to fly,1
nice,1
best but price is very hight on Flipkart,1
very nice,1
its really good,1
nice product in cheap cost,1
very good product,1
absolute treasure,1
good,1
quality is not feel so upto the mark. shredded during play with shuttle in a week,1
real feel,1
very very good product,1
Nice. Good for practice sessions. Good quality.,1
Worth your money,1
nice compared price,1
good,1
Good Shuttle.,1
Nice shuttle,1
good,1
excellent just love it thanks flipkart,1
good,1
superb,1
good,1
super product.,1
Very good product,1
Best,1
Excellent,1
Good,1
bought it for 670 fast delivered quality is good,1
nyc,1
super,1
product is good and delivery is too fast.. thanks for sharing best product in this price....,1
super,1
very good,1
Nice product,1
good product,1
value for money,1
good but but improve quality,1
super shuttle very nicee,1
super,1
good,1
Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local product,0
Marvelous,1
the original quality product. Good packing. swift delivery Makes Happy Customer,1
original shuttle,1
nice,1
Original quality,1
good,1
Nice,1
Good grip for all side,1
good,1
best shuttle for outdoor,1
Lovely,1
original product. played yesterday and all is well,1
good,1
Good for play,1
super,1
Good,1
Shuttles are good but the box seems to be not that good quality,1
Guys lots of shuttles inside the box are damaged and doesn't have correct weight for indoor playThe shuttles inside the box are all wobbling.. Plz don't buy from flipkart we have other sites where u will find genuine sellersPlz beware of this product,0
Good product,1
Good,1
good,1
very good product long lasting for indoor game,1
very nice quality,1
Poor quality,0
good product. Suggest to buy.,1
thanks flipcart...very nice,1
Good,1
"bad product ,poor quality , really disappointed",0
Behtareen.. i keep on ordering this monthly.. good for intermediate players like me..,1
super,1
slow 75 is not slow as lining. only wastage of money,0
good,1
nice,1
"high rate, quality poor early broken",0
Expecting,1
great product in reasonable price,1
good quality,1
Good quality,1
good,1
nice product,1
awesome,1
ORIGINAL PRODUCT,1
evergreen,1
nicc nice,1
good delivery n original,1
nice one,1
ok bettar,1
good for beginners,1
good for outdoors,1
This is the first time i have received bad quality of product. shuttles are of bad qualities and very slow. Really disappointed.,0
shuttle always good.  timely delivered 👍,1
fine quality,1
very good product Fkipkart very quickly devilry the item thanks to Fkipkart,0
nice product,1
good for regular practice. and nice quality.,1
super,1
Worthy product.  Very durable in outdoor practice.  Nice product,1
good👍,1
"very bad, slow",0
"Good for indoor, grab this if you like super slow shuttles",1
nice,1
great,1
good,1
good,1
Good,1
good,1
wonderful,1
"product delivered on time 👍, I checked all shuttles are were fine no wobbling or damage piece. for me its 100%geniune",1
good..,1
original products,1
Very nice,1
Good quality shuttle,1
Good I love it,0
original product delivered with lightening  speed,1
good product,1
good one,1
good for practice,1
It is very good,1
good,1
very worst shuttle is looking like 30 RS per piece,0
Good product,1
good product and best shuttlecock.,1
perfect...!,1
Excellent Item and delivery service provided by Flipkart,1
nice,1
go for it old,1
Good poduct,1
good,1
so nais,1
Good....!!,1
nice,1
nice product,1
original product received . Thank you for speedy delivery.,1
good nice 👍,1
good,1
Nice shuttle,1
"Got the original product, thanks to flipkart and the vendor supplier",1
Just awesome,1
always awesome 👍,1
Very nice Product 👌😊,1
super,1
shuttles are good and durable lasted for 6 rapid games.,1
Badminton shuttle is too good,1
very bad,0
Superb product,1
good,1
"yesterday received that product but it is damaged,i am very disappointed and i lost my money",0
good quality shuttlecocks,1
good,1
Love the product..,0
good,1
good product,1
good,1
good,1
quality and packing is super awesome...,1
Very good quality shuttles,1
Aswm,1
Thanks for it😀😀😀😀,1
go for it.... perfect for matches of intermediate to professional level,1
best quality,1
Super as expected,1
Best to play,1
"very nice product,good quality",1
Received an original and sealed product at a better price than the local sports stores.,1
good,1
Not evonomical,0
good product and profit useable thanks Flipkart,1
best shuttles for all & long life,1
good quality,1
Original product and as we know it is best in its segment.,1
After completion  one game shuttle will be too fast,1
superb,1
This is not original ... It's light weighted. But it's ok ok . You can play. But durability is another issue. These shuttles are not long lasting,0
got the product on time.product is genuine.,1
it's not good quality,0
excellent,1
good and nice speeds of shuttles,1
good,1
good,1
good product . happy with the shuttle .,1
Gud,1
shuttles are good.and comparatively lasted.,1
finest shuttle for practice. The durability of shuttle is awesome.I bet you won't regret after playing.,1
nice quality shuttles,1
best delivery man,1
fine and good dilevary,1
Good,1
good quality and good cost,1
Quality good...,1
Nice quality,1
good product,1
It's is good for intermediate players not best but better then other,1
strong build for any rough game nice movement and speed.,1
nice,1
very good.,1
this is the best plastic shuttle,1
nice product,1
Excellent,1
Awesome got with 699,1
good,1
"awesome, Nice product",1
Good,1
Not Satisfactory. Shuttles are a little fast. The quality seem to have degraded.,0
on first attempt flipkart send local product when I replace order then  I received yonex mavis 350 thanks flipkart,1
nice,1
working well in out door game,1
marvellous product good for beginner,1
great,1
old stock,0
Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.,1
waste it is slow. any one want to purchase go retail stores,0
Okay,1
Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over.,0
good,1
very nice,1
Genuine product,1
good,1
"go for it, its amazing",1
"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!",1
super,1
good,1
Nice,1
Good in quality.  probably the best nylon shuttle. just go for it.,1
super,1
good,1
Superb,1
best shuttlecocks,1
good,1
"Nice flight, good control & perfect on bat!! Writing after playing 2 times!",1
Nice,1
good performance but not very good,1
flipkart is the best online site.,1
"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...",1
Good shuttle for all players,1
ok,1
good,1
shuttle is very good for average to beginners.,1
nice one good quality for price,1
Best among nylon shuttles,1
good,1
Excellent product (genuine one).,1
good quality,1
Its very very bad product,0
"Got on time,  but old stock,  need to check the flight condition while playing",1
Best Quality,1
excellent,1
worth of money,1
ok,1
I received original product,1
Go for it good quality genuine shuttles,1
good,1
Original,1
it's too good😊😊😊,1
"Nice product for indoors, not suitable for outdoors.",1
not up to mark. quality is not good,0
Good and nice.,1
It is good suttal,1
very nice product,1
Good,1
the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles received,0
grt product at grt price,1
Fair,1
very much Satisfied...Good Quality....Quick Delivery...👍👍👍,1
Awesome ...,1
"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.",0
Not genuine product and all the shuttles were shaped out. Don't buy these products online.,0
N8ce,1
Nice product,1
its original,1
good one,1
ozm product but not delivered@ selected place 😒😒😒😒,1
Nice,1
good for daily practice,1
it v good for coart but not good for home,1
excellent and authentic productexcellent packagingfaster delivery,1
Great Product and perfect delivery time.,1
Super product,1
excellent,1
fantastic.....,1
original Product correct delvery,0
OK,1
Nice product,1
Awesome product 100% original & Durability,1
poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.,0
super but rate is very high,1
Nice one,1
good,1
nice one,1
value for money,1
Nice original product just love playing badminton now,1
I doubt this may not be a genuine product...,0
super,1
good,1
Good,1
Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..,1
Good,1
As expected. Excellent one.,1
Good packing....,1
good,1
it's good.. osm price really impressed with the product.,1
"good one, no doubt go for it",1
amazing.. 👌👌👌,1
classy,1
superb,1
very very nice,1
"NICE SHUTTLE,BALANCE TOO GOOD",1
best of best...  1 got @ 629... must buy,1
nice,1
good product.,1
super products,1
looks good rest comment after 2 day play minimum,1
ok,1
Good,1
Awesome,1
worth for money,1
awesome,1
I like the shuttle qualities,1
good job,1
